FILENAME,ID,SEQUENCE,CAMERA,FRAME,XTL,YTL,XBR,YBR,CENTER_X,CENTER_Y
23_S03_c010_211.jpg,23,S03,c010,211,1100.6439,996.1423,1479.2413000000001,1078.8229,1289.0,1037.0
23_S03_c010_212.jpg,23,S03,c010,212,1100.0975,954.84283,1507.5252300000002,1074.747554,1303.0,1014.0
23_S03_c010_213.jpg,23,S03,c010,213,1107.4857,913.8293,1503.4155,1074.1680999999999,1305.0,993.0
23_S03_c010_214.jpg,23,S03,c010,214,1113.687,877.57166,1498.4191799999999,1071.81946,1306.0,974.0
23_S03_c010_215.jpg,23,S03,c010,215,1118.8373,841.302,1492.39174,1072.79785,1305.0,957.0
23_S03_c010_216.jpg,23,S03,c010,216,1121.7427,809.97534,1482.8932,1076.90088,1302.0,943.0
23_S03_c010_217.jpg,23,S03,c010,217,1124.4562,775.7575,1474.2806600000001,1062.0701800000002,1299.0,918.0
23_S03_c010_218.jpg,23,S03,c010,218,1124.4482,746.607,1465.5892000000001,1030.55897,1295.0,888.0
23_S03_c010_219.jpg,23,S03,c010,219,1121.9868,717.77234,1456.7145799999998,994.2921200000001,1289.0,856.0
23_S03_c010_220.jpg,23,S03,c010,220,1121.6748,692.94684,1444.85473,958.7425599999999,1283.0,825.0
23_S03_c010_221.jpg,23,S03,c010,221,1117.9905,663.2388,1430.9148200000002,921.5263399999999,1274.0,792.0
23_S03_c010_222.jpg,23,S03,c010,222,1112.8622,639.03906,1419.14357,893.1644299999999,1266.0,766.0
23_S03_c010_223.jpg,23,S03,c010,223,1101.6625,616.8093,1406.0802199999998,863.86704,1253.0,740.0
23_S03_c010_224.jpg,23,S03,c010,224,1094.7865,596.9754,1389.10352,832.24597,1241.0,714.0
23_S03_c010_225.jpg,23,S03,c010,225,1081.3813,575.23096,1375.80098,810.27179,1228.0,692.0
23_S03_c010_226.jpg,23,S03,c010,226,1072.888,557.8299,1358.3942299999999,782.45759,1215.0,670.0
23_S03_c010_227.jpg,23,S03,c010,227,1058.9111,535.32367,1342.23678,761.8418,1200.0,648.0
23_S03_c010_228.jpg,23,S03,c010,228,1051.7843,521.81433,1328.50928,733.33649,1190.0,627.0
23_S03_c010_229.jpg,23,S03,c010,229,1037.3468,505.4016,1309.27063,713.96843,1173.0,609.0
23_S03_c010_230.jpg,23,S03,c010,230,1030.2689,487.7218,1293.71458,692.26605,1161.0,589.0
23_S03_c010_231.jpg,23,S03,c010,231,1020.91943,471.87625,1280.26073,675.0350900000001,1150.0,573.0
23_S03_c010_232.jpg,23,S03,c010,232,1011.36993,457.37747,1265.2644,654.9525100000001,1138.0,556.0
23_S03_c010_233.jpg,23,S03,c010,233,999.4928,445.5811,1249.18921,638.96388,1124.0,542.0
23_S03_c010_234.jpg,23,S03,c010,234,991.84186,431.15344,1236.43457,620.40863,1114.0,525.0
23_S03_c010_235.jpg,23,S03,c010,235,985.46967,413.7609,1224.53345,601.4917,1105.0,507.0
23_S03_c010_236.jpg,23,S03,c010,236,977.61127,404.35327,1211.65442,587.0675,1094.0,495.0
23_S03_c010_237.jpg,23,S03,c010,237,971.6761,394.4209,1199.1924,572.779,1085.0,483.0
23_S03_c010_238.jpg,23,S03,c010,238,966.6045,379.20914,1187.5653200000002,556.54279,1077.0,467.0
23_S03_c010_239.jpg,23,S03,c010,239,961.12195,369.88516,1178.90698,543.76751,1070.0,456.0
23_S03_c010_240.jpg,23,S03,c010,240,953.6912,356.88055,1169.61436,530.3433200000001,1061.0,443.0
23_S03_c010_241.jpg,23,S03,c010,241,947.81757,352.5938,1161.8988100000001,516.2553,1054.0,434.0
23_S03_c010_242.jpg,23,S03,c010,242,946.67163,340.18115,1153.6491700000001,504.39084,1050.0,422.0
23_S03_c010_243.jpg,23,S03,c010,243,942.68225,331.9359,1149.23022,492.08516,1045.0,412.0
23_S03_c010_244.jpg,23,S03,c010,244,940.9555,325.5964,1140.76916,482.23443,1040.0,403.0
23_S03_c010_245.jpg,23,S03,c010,245,937.68353,318.45004,1134.95678,469.98062,1036.0,394.0
23_S03_c010_246.jpg,23,S03,c010,246,934.5141,310.55795,1130.65369,460.94615999999996,1032.0,385.0
23_S03_c010_247.jpg,23,S03,c010,247,935.2844,304.04922,1124.60483,451.81611999999996,1029.0,377.0
23_S03_c010_248.jpg,23,S03,c010,248,932.2018,297.14703,1118.60707,442.77655,1025.0,369.0
23_S03_c010_249.jpg,23,S03,c010,249,931.13184,288.98285,1114.77124,434.8812,1022.0,361.0
23_S03_c010_250.jpg,23,S03,c010,250,928.3688,287.0801,1107.97146,426.04397,1018.0,356.0
23_S03_c010_251.jpg,23,S03,c010,251,925.564,280.73483,1107.02805,417.72125,1016.0,349.0
23_S03_c010_252.jpg,23,S03,c010,252,923.93445,274.0597,1102.27344,410.72663,1013.0,342.0
23_S03_c010_253.jpg,23,S03,c010,253,923.175,269.41614,1097.5266199999999,402.0986,1010.0,335.0
23_S03_c010_254.jpg,23,S03,c010,254,920.1096,264.3313,1093.91478,395.46811,1007.0,329.0
23_S03_c010_255.jpg,23,S03,c010,255,918.42523,259.71542,1090.41711,389.1427,1004.0,324.0
23_S03_c010_256.jpg,23,S03,c010,256,917.49457,254.78859,1085.12207,382.56128,1001.0,318.0
23_S03_c010_257.jpg,23,S03,c010,257,913.9218,250.1447,1080.28075,375.74646,997.0,312.0
23_S03_c010_258.jpg,23,S03,c010,258,912.1544,244.97362,1076.14232,369.56159,994.0,307.0
23_S03_c010_259.jpg,23,S03,c010,259,911.2287,241.76543,1071.98108,364.339786,991.0,303.0
23_S03_c010_260.jpg,23,S03,c010,260,910.0153,237.01602,1068.91734,357.29156,989.0,297.0
23_S03_c010_261.jpg,23,S03,c010,261,906.8209,230.5529,1063.1653800000001,349.330045,984.0,289.0
23_S03_c010_262.jpg,23,S03,c010,262,904.4258,226.04973,1059.08901,344.38361,981.0,285.0
23_S03_c010_263.jpg,23,S03,c010,263,901.83813,221.3641,1055.07263,339.80142,978.0,280.0
23_S03_c010_264.jpg,23,S03,c010,264,900.5494,218.8034,1051.16384,331.83270000000005,975.0,275.0
23_S03_c010_265.jpg,23,S03,c010,265,898.6863,214.03673,1047.6553,326.63297,973.0,270.0
23_S03_c010_266.jpg,23,S03,c010,266,896.03125,209.39499,1045.75903,321.12094,970.0,265.0
